Actual_Churn,Predicted_Prob,Prescriptive_Action,Lifetime_Value,Country,City,Membership_Years
0,0.35931887015844544,Trigger Retention Campaign (15% Discount),1328.49,Australia,Sydney,1.1
0,0.1305684210207552,Do Not Intervene,4338.75,USA,Phoenix,4.4
1,0.6105463643480422,Trigger Retention Campaign (15% Discount),297.57,France,Paris,1.5
0,0.09640772178108031,Do Not Intervene,2788.58,Japan,Osaka,2.9
0,0.13779266342162413,Do Not Intervene,4531.91,Germany,Hamburg,3.6
0,0.20150442371428656,Do Not Intervene,2033.45,USA,New York,0.6
0,0.112113382623805,Do Not Intervene,1179.36,Australia,Adelaide,2.4
0,0.42857998136151887,Trigger Retention Campaign (15% Discount),1003.85,USA,Chicago,5.7
1,0.7205964244504098,Trigger Retention Campaign (15% Discount),415.85,India,Bangalore,2.2
0,0.617675951654628,Trigger Retention Campaign (15% Discount),855.02,UK,Glasgow,0.6
0,0.4428719664635473,Trigger Retention Campaign (15% Discount),1268.16,USA,Chicago,6.3
0,0.1053209360816664,Do Not Intervene,2992.18,USA,New York,0.6
0,0.20112914606329987,Do Not Intervene,1415.72,USA,Los Angeles,3.0
1,0.7919109894515531,Trigger Retention Campaign (15% Discount),1979.85,USA,New York,1.0
0,0.08371098318944604,Do Not Intervene,846.4,India,Hyderabad,1.5
0,0.20209005000702146,Do Not Intervene,1373.29,Germany,Munich,2.0
1,0.6766624064403912,Trigger Retention Campaign (15% Discount),799.68,USA,New York,2.2
0,0.2790060456345724,Do Not Intervene,445.66,USA,Chicago,8.3
0,0.12134254813342986,Do Not Intervene,1820.21,France,Lyon,5.6
0,0.1226426654002906,Do Not Intervene,771.78,Canada,Vancouver,1.9
0,0.12989393131673793,Do Not Intervene,760.83,USA,Los Angeles,1.3
0,0.16945243219716058,Do Not Intervene,1175.42,Canada,Calgary,6.9
0,0.12336281697048762,Do Not Intervene,1899.62,UK,Leeds,10.0
0,0.2393218733040443,Do Not Intervene,408.43,Australia,Sydney,1.9
0,0.16199596570220556,Do Not Intervene,1372.67,Canada,Toronto,7.1
0,0.1934027423333105,Do Not Intervene,1237.16,USA,Phoenix,2.7
0,0.16106332031192735,Do Not Intervene,714.93,India,Delhi,1.0
0,0.15298303344608352,Do Not Intervene,1812.69,UK,Leeds,2.3
1,0.839200282755502,Trigger Retention Campaign (15% Discount),1401.39,USA,Chicago,5.5
0,0.08302446157595395,Do Not Intervene,1216.9,UK,Manchester,4.1
0,0.2561299473548114,Do Not Intervene,306.77,Canada,Toronto,6.9
0,0.1788280349482055,Do Not Intervene,1478.62,India,Hyderabad,4.2
1,0.7632802557899742,Trigger Retention Campaign (15% Discount),601.14,USA,Chicago,1.6
1,0.7316561134548918,Trigger Retention Campaign (15% Discount),721.79,USA,New York,0.6
0,0.08186035854006614,Do Not Intervene,1582.58,UK,Manchester,3.9
0,0.11567902491588371,Do Not Intervene,1639.97,Australia,Sydney,9.9
1,0.5918689971132706,Trigger Retention Campaign (15% Discount),1312.69,Australia,Melbourne,1.4
1,0.7559657326935837,Trigger Retention Campaign (15% Discount),488.54,USA,New York,1.4
1,0.8438122522807255,Trigger Retention Campaign (15% Discount),1946.65,USA,Phoenix,5.3
1,0.6167290095587239,Trigger Retention Campaign (15% Discount),1125.85,Australia,Brisbane,1.6
1,0.8460705435033254,Trigger Retention Campaign (15% Discount),2361.89,UK,London,4.5
0,0.1445850128702285,Do Not Intervene,1683.97,Germany,Hamburg,1.0
0,0.2127465302052055,Do Not Intervene,1311.24,UK,Leeds,1.6
1,0.781730386364419,Trigger Retention Campaign (15% Discount),2315.82,Australia,Melbourne,0.6
0,0.063694363344596,Do Not Intervene,966.52,India,Mumbai,3.4
0,0.153075574749214,Do Not Intervene,1169.13,USA,Chicago,4.2
0,0.11777903095177195,Do Not Intervene,1395.15,Canada,Calgary,1.4
0,0.22084526496813578,Do Not Intervene,786.66,Australia,Brisbane,2.1
0,0.11116674689392622,Do Not Intervene,1278.41,Canada,Ottawa,2.2
0,0.11445634335283356,Do Not Intervene,1252.72,USA,Houston,2.0
0,0.1308981752266148,Do Not Intervene,671.98,USA,Los Angeles,1.3
0,0.20832964529251835,Do Not Intervene,5121.72,Germany,Frankfurt,2.7
1,0.5746520595265242,Trigger Retention Campaign (15% Discount),666.73,Germany,Frankfurt,0.2
0,0.47618513712598626,Trigger Retention Campaign (15% Discount),662.81,Germany,Cologne,3.4
0,0.15666634967355203,Do Not Intervene,1563.48,Canada,Ottawa,1.9
0,0.12203106761269517,Do Not Intervene,1059.86,Japan,Kyoto,0.8
0,0.10722239153226135,Do Not Intervene,1619.36,Australia,Adelaide,0.9
0,0.12182847457703438,Do Not Intervene,1836.53,UK,Leeds,3.7
0,0.16515895532040553,Do Not Intervene,2217.74,Canada,Vancouver,1.5
0,0.12876499627905552,Do Not Intervene,1470.85,USA,Chicago,0.7
1,0.2556591868665695,Do Not Intervene,1799.23,UK,Manchester,1.8
0,0.21013397496059558,Do Not Intervene,522.53,France,Lyon,3.9
0,0.20326576265440333,Do Not Intervene,434.74,Australia,Sydney,1.0
0,0.23480412737243506,Do Not Intervene,622.35,France,Paris,4.3
0,0.2272292300448809,Do Not Intervene,1560.38,Australia,Sydney,1.2
0,0.19393350594260517,Do Not Intervene,1319.84,Canada,Ottawa,3.6
0,0.09955602973149938,Do Not Intervene,1463.8,USA,Los Angeles,3.5
0,0.18707931304285963,Do Not Intervene,1025.97,UK,Leeds,2.1
0,0.17726839301642644,Do Not Intervene,1804.87,UK,London,3.8
0,0.12232535998722714,Do Not Intervene,2062.9,UK,London,1.5
0,0.10077796589754871,Do Not Intervene,1017.99,Canada,Calgary,0.3
0,0.11977151848273544,Do Not Intervene,1336.55,USA,Los Angeles,2.2
0,0.1068218342709102,Do Not Intervene,1088.04,UK,Glasgow,1.4
0,0.14860940722816934,Do Not Intervene,1176.7,USA,Houston,0.8
1,0.1338033740005734,Do Not Intervene,1802.51,India,Chennai,5.4
0,0.16568787542366437,Do Not Intervene,1359.29,India,Chennai,0.5
0,0.11848769401621524,Do Not Intervene,1154.07,India,Mumbai,3.9
1,0.9381848612914464,Trigger Retention Campaign (15% Discount),2974.44,Canada,Ottawa,3.6
0,0.26776642761458186,Do Not Intervene,1296.4,USA,Los Angeles,1.7
0,0.1640179289486898,Do Not Intervene,1252.6,USA,Phoenix,2.3
0,0.11997229182859781,Do Not Intervene,1442.71,UK,London,2.6
0,0.20561150882996576,Do Not Intervene,1690.2,USA,Los Angeles,3.3
0,0.1723627062246226,Do Not Intervene,1141.25,USA,New York,1.4
0,0.4306234055550008,Trigger Retention Campaign (15% Discount),1824.68,USA,New York,1.4
0,0.11370212364141422,Do Not Intervene,4238.23,USA,Los Angeles,1.6
1,0.8885963501865156,Trigger Retention Campaign (15% Discount),2505.49,USA,New York,0.6
1,0.4622542850241559,Trigger Retention Campaign (15% Discount),607.92,USA,Houston,1.3
0,0.24305935291159905,Do Not Intervene,699.25,Germany,Berlin,2.7
0,0.19503286311246668,Do Not Intervene,994.0,UK,Glasgow,0.9
1,0.4622616879730478,Trigger Retention Campaign (15% Discount),120.12,USA,Los Angeles,0.8
1,0.6946719518611839,Trigger Retention Campaign (15% Discount),312.29,France,Lyon,3.2
0,0.1709600729899498,Do Not Intervene,2381.52,UK,Glasgow,3.1
0,0.11419015451540859,Do Not Intervene,1753.39,Germany,Frankfurt,2.0
0,0.1834674097933628,Do Not Intervene,1237.63,UK,Leeds,2.1
1,0.8202945618208969,Trigger Retention Campaign (15% Discount),1172.58,Australia,Brisbane,1.0
0,0.3154042814754115,Trigger Retention Campaign (15% Discount),1817.29,USA,Phoenix,0.5
0,0.15046187970000613,Do Not Intervene,1348.01,UK,Manchester,2.2
1,0.40413394847062095,Trigger Retention Campaign (15% Discount),1220.65,USA,Houston,0.8
0,0.1071996675644134,Do Not Intervene,885.1,Canada,Calgary,2.5
0,0.20810706587660086,Do Not Intervene,917.58,UK,Glasgow,0.8
0,0.1471200119127028,Do Not Intervene,3344.27,France,Marseille,2.6
0,0.1946309285113642,Do Not Intervene,1801.03,USA,Houston,1.2
0,0.19381125142414388,Do Not Intervene,979.71,Canada,Toronto,2.0
0,0.193071411033043,Do Not Intervene,1567.52,USA,New York,0.8
0,0.12806296067717754,Do Not Intervene,2618.78,USA,Chicago,5.0
1,0.7773409387484368,Trigger Retention Campaign (15% Discount),2538.16,France,Nice,1.9
1,0.8378941375419886,Trigger Retention Campaign (15% Discount),710.47,USA,New York,2.9
0,0.2818540901151393,Trigger Retention Campaign (15% Discount),579.71,Australia,Perth,1.1
0,0.09883225847534673,Do Not Intervene,417.29,Canada,Ottawa,1.6
0,0.13625940402343426,Do Not Intervene,3291.87,UK,Glasgow,1.3
0,0.17319677476277626,Do Not Intervene,2554.03,UK,Leeds,1.7
0,0.2562569451790664,Do Not Intervene,1190.16,Japan,Tokyo,2.0
0,0.13778614856058014,Do Not Intervene,2587.91,Canada,Montreal,2.6
0,0.16411681068425427,Do Not Intervene,367.22,Japan,Yokohama,2.4
0,0.6431871505987197,Trigger Retention Campaign (15% Discount),1177.44,UK,Glasgow,1.1
0,0.09201983183369064,Do Not Intervene,1784.47,USA,Chicago,6.6
0,0.279593972177611,Trigger Retention Campaign (15% Discount),1255.52,France,Lyon,3.0
0,0.1790092169752759,Do Not Intervene,1544.18,Canada,Vancouver,1.1
1,0.7949816947369337,Trigger Retention Campaign (15% Discount),1792.85,Australia,Perth,2.0
0,0.20307774504808826,Do Not Intervene,1703.74,Australia,Brisbane,1.8
0,0.1091395422552428,Do Not Intervene,1991.95,Canada,Montreal,1.3
0,0.11319285867282519,Do Not Intervene,1127.15,France,Marseille,1.2
1,0.8358799155143043,Trigger Retention Campaign (15% Discount),2440.82,UK,Glasgow,5.8
1,0.7175466009684952,Trigger Retention Campaign (15% Discount),718.99,USA,Phoenix,0.4
1,0.8961464559582321,Trigger Retention Campaign (15% Discount),2308.73,USA,Phoenix,0.5
0,0.10784904900004522,Do Not Intervene,798.82,UK,Glasgow,2.1
1,0.9239262307486119,Trigger Retention Campaign (15% Discount),2175.18,USA,Chicago,0.8
1,0.9112535931848953,Trigger Retention Campaign (15% Discount),3184.95,USA,Houston,2.5
0,0.10107058191815435,Do Not Intervene,1504.84,USA,Houston,5.2
0,0.11030701084203398,Do Not Intervene,1006.3,USA,Phoenix,3.2
1,0.9280715522109123,Trigger Retention Campaign (15% Discount),3005.08,UK,Leeds,0.9
0,0.1456780160222732,Do Not Intervene,2045.67,India,Bangalore,0.5
0,0.17142617640897512,Do Not Intervene,1400.14,UK,London,2.4
1,0.9231462828239824,Trigger Retention Campaign (15% Discount),1143.9,Germany,Munich,1.5
0,0.13936719569520128,Do Not Intervene,3278.68,Japan,Kyoto,1.4
1,0.11982851381137306,Do Not Intervene,864.05,Canada,Ottawa,1.7
0,0.1742081076798897,Do Not Intervene,842.91,Canada,Vancouver,2.8
1,0.8809189229985198,Trigger Retention Campaign (15% Discount),784.91,India,Bangalore,2.3
0,0.12864436406628416,Do Not Intervene,748.41,USA,Houston,3.9
0,0.5513012079161537,Trigger Retention Campaign (15% Discount),524.07,Australia,Sydney,1.6
0,0.11272486342057361,Do Not Intervene,2002.25,USA,Phoenix,1.3
1,0.7498364835795683,Trigger Retention Campaign (15% Discount),1442.68,USA,Chicago,5.1
0,0.30635130314379105,Trigger Retention Campaign (15% Discount),889.28,USA,Phoenix,2.9
0,0.12077909404982012,Do Not Intervene,1818.44,USA,Phoenix,2.7
0,0.11258763432674826,Do Not Intervene,3441.58,Canada,Montreal,1.3
1,0.12688324116024044,Do Not Intervene,969.19,Japan,Kyoto,4.3
1,0.918289611318924,Trigger Retention Campaign (15% Discount),347.77,Australia,Perth,2.1
0,0.12141741485812307,Do Not Intervene,1003.39,Japan,Tokyo,1.8
0,0.1185586700793726,Do Not Intervene,966.72,UK,London,6.1
0,0.15693206446643454,Do Not Intervene,1891.26,Australia,Melbourne,1.2
0,0.1852804492536747,Do Not Intervene,3791.32,India,Hyderabad,1.2
1,0.6939916102878644,Trigger Retention Campaign (15% Discount),1048.36,Germany,Munich,1.2
1,0.8401898871762227,Trigger Retention Campaign (15% Discount),813.05,USA,Houston,3.3
1,0.483107686633822,Trigger Retention Campaign (15% Discount),1479.2,Japan,Osaka,2.2
0,0.3494877504646016,Trigger Retention Campaign (15% Discount),1052.59,USA,Los Angeles,2.7
0,0.33481438407940894,Trigger Retention Campaign (15% Discount),1003.44,USA,Phoenix,4.0
1,0.6857944946204745,Trigger Retention Campaign (15% Discount),573.25,Canada,Montreal,7.7
0,0.09224716644128605,Do Not Intervene,814.28,India,Hyderabad,3.5
0,0.12208606320779843,Do Not Intervene,1729.32,USA,Los Angeles,2.4
0,0.12502225749129425,Do Not Intervene,1709.16,Germany,Cologne,4.3
0,0.13217403249688198,Do Not Intervene,1044.08,UK,Leeds,0.8
1,0.9438092531370139,Trigger Retention Campaign (15% Discount),2178.37,Canada,Calgary,2.5
0,0.21116747309860107,Do Not Intervene,2736.44,Canada,Montreal,0.5
1,0.09298685298544386,Do Not Intervene,1122.19,USA,Chicago,0.8
0,0.1515141688556826,Do Not Intervene,4918.61,Germany,Frankfurt,1.1
0,0.11990874157975895,Do Not Intervene,2835.98,India,Mumbai,2.5
0,0.21121701787909541,Do Not Intervene,1189.92,UK,Manchester,1.3
0,0.2976487597386342,Trigger Retention Campaign (15% Discount),1367.37,USA,Los Angeles,0.6
0,0.08908875928053217,Do Not Intervene,765.64,USA,Phoenix,4.6
0,0.16747653108324256,Do Not Intervene,1082.88,USA,Phoenix,5.5
0,0.13792818679064064,Do Not Intervene,1835.88,Japan,Yokohama,3.0
0,0.12333916016699631,Do Not Intervene,1089.2,USA,Houston,4.3
0,0.13422912244627083,Do Not Intervene,673.46,USA,Phoenix,1.4
0,0.39979595537004153,Trigger Retention Campaign (15% Discount),454.03,France,Nice,1.5
0,0.3802677102283822,Trigger Retention Campaign (15% Discount),1845.28,USA,Los Angeles,1.0
0,0.22026373409925687,Do Not Intervene,2159.44,USA,Los Angeles,9.0
0,0.14092880160738003,Do Not Intervene,2846.91,Germany,Munich,3.9
0,0.250463485872794,Do Not Intervene,940.82,UK,London,8.1
0,0.09616756508927353,Do Not Intervene,1379.93,Germany,Munich,3.5
0,0.17765999629673612,Do Not Intervene,1331.53,USA,Phoenix,7.5
0,0.14311143396476328,Do Not Intervene,2622.07,UK,Leeds,2.6
1,0.8489221573874637,Trigger Retention Campaign (15% Discount),1136.41,UK,Manchester,2.7
1,0.4817819868453679,Trigger Retention Campaign (15% Discount),227.61,USA,Phoenix,3.8
0,0.106433999856427,Do Not Intervene,859.41,Australia,Melbourne,8.9
0,0.15582569266963944,Do Not Intervene,2054.16,Australia,Brisbane,4.2
0,0.14296146752875347,Do Not Intervene,2392.63,India,Bangalore,2.1
0,0.11167979538686619,Do Not Intervene,879.24,Canada,Ottawa,2.0
0,0.061360739162651924,Do Not Intervene,497.63,USA,Phoenix,7.6
0,0.11050369976612286,Do Not Intervene,1226.45,UK,Birmingham,1.7
0,0.23912313374646765,Do Not Intervene,1457.49,France,Toulouse,1.3
0,0.09893063304528059,Do Not Intervene,1779.82,France,Paris,0.9
0,0.10414815674105568,Do Not Intervene,1145.6,USA,Phoenix,2.6
0,0.22193347208348238,Do Not Intervene,988.81,India,Bangalore,3.8
0,0.14845502832581298,Do Not Intervene,3010.16,India,Bangalore,1.8
0,0.07579857933253532,Do Not Intervene,645.12,Australia,Sydney,2.8
0,0.2452708056093926,Do Not Intervene,1815.11,USA,Houston,1.8
0,0.16435676375182104,Do Not Intervene,1122.27,USA,Phoenix,2.1
0,0.14244259157769432,Do Not Intervene,1757.36,USA,Houston,0.2
1,0.6500765004235092,Trigger Retention Campaign (15% Discount),1542.11,USA,Chicago,1.5
1,0.8591110390871713,Trigger Retention Campaign (15% Discount),2173.97,Japan,Kyoto,4.3
0,0.14079368992774965,Do Not Intervene,1189.38,Canada,Toronto,4.0
0,0.1117403375538397,Do Not Intervene,2486.63,Canada,Calgary,4.7
0,0.6849083365538352,Trigger Retention Campaign (15% Discount),531.74,Germany,Hamburg,2.9
1,0.6230350977126488,Trigger Retention Campaign (15% Discount),402.06,USA,New York,0.7
1,0.7509920413107628,Trigger Retention Campaign (15% Discount),1895.08,Australia,Adelaide,1.3
1,0.905084256850877,Trigger Retention Campaign (15% Discount),2061.79,Germany,Munich,1.2
0,0.1267996739235544,Do Not Intervene,1269.24,France,Nice,4.0
0,0.15453582448329267,Do Not Intervene,404.79,USA,New York,0.9
0,0.1436055514495781,Do Not Intervene,692.58,USA,Chicago,8.1
0,0.08354046879446372,Do Not Intervene,1461.03,Canada,Calgary,4.3
0,0.10722596385744237,Do Not Intervene,1782.88,UK,Birmingham,1.8
1,0.9266404455716462,Trigger Retention Campaign (15% Discount),2708.87,USA,Los Angeles,1.2
0,0.11046414504816397,Do Not Intervene,898.29,USA,Phoenix,2.3
1,0.6680371857165577,Trigger Retention Campaign (15% Discount),1096.56,India,Mumbai,6.0
0,0.5288665434534799,Trigger Retention Campaign (15% Discount),709.85,UK,London,2.0
0,0.38366042187883237,Trigger Retention Campaign (15% Discount),667.57,USA,Phoenix,0.6
0,0.477748008229616,Trigger Retention Campaign (15% Discount),495.94,Germany,Munich,2.0
0,0.13623247281509338,Do Not Intervene,1339.71,USA,Houston,7.8
0,0.2388855965827179,Do Not Intervene,1151.6,Canada,Toronto,3.2
1,0.0903887301174203,Do Not Intervene,2875.53,Australia,Brisbane,3.4
1,0.56635792847406,Trigger Retention Campaign (15% Discount),1264.87,France,Nice,6.9
0,0.4008490175052248,Trigger Retention Campaign (15% Discount),742.48,Canada,Ottawa,2.9
0,0.1699798276370561,Do Not Intervene,1681.2,USA,Los Angeles,4.5
1,0.6634480343093976,Trigger Retention Campaign (15% Discount),1687.75,Canada,Ottawa,5.3
0,0.22969485585522648,Do Not Intervene,1438.64,Canada,Ottawa,0.6
0,0.1374900018998188,Do Not Intervene,5203.03,France,Lyon,3.3
0,0.09159176347966028,Do Not Intervene,770.82,Canada,Ottawa,5.8
0,0.21132832976966967,Do Not Intervene,1178.42,France,Toulouse,3.4
1,0.9563131657115218,Trigger Retention Campaign (15% Discount),3166.65,Canada,Ottawa,1.5
1,0.6620257352601453,Trigger Retention Campaign (15% Discount),691.73,Japan,Osaka,5.2
0,0.08750947295636421,Do Not Intervene,850.58,Canada,Ottawa,0.5
0,0.21353740763765786,Do Not Intervene,636.4,India,Hyderabad,2.9
0,0.14676050816637937,Do Not Intervene,2261.46,Germany,Munich,1.8
0,0.23629753535964934,Do Not Intervene,275.77,USA,Houston,0.3
1,0.9298171530552938,Trigger Retention Campaign (15% Discount),4051.91,France,Nice,3.4
0,0.11769684452224198,Do Not Intervene,1319.83,USA,New York,4.7
1,0.6628372093891405,Trigger Retention Campaign (15% Discount),508.08,Germany,Cologne,2.1
1,0.9333013422888601,Trigger Retention Campaign (15% Discount),2179.28,UK,Birmingham,0.9
1,0.7761594738325772,Trigger Retention Campaign (15% Discount),1074.53,France,Paris,0.7
0,0.10832634801578309,Do Not Intervene,570.64,Australia,Melbourne,1.5
0,0.16894177798019708,Do Not Intervene,1507.82,USA,Phoenix,2.3
1,0.5447540844744054,Trigger Retention Campaign (15% Discount),928.96,France,Marseille,5.7
1,0.7389045030326713,Trigger Retention Campaign (15% Discount),1889.68,Australia,Melbourne,8.4
0,0.08204450663020185,Do Not Intervene,635.21,USA,Phoenix,0.3
0,0.14069154244644508,Do Not Intervene,1320.3,Germany,Berlin,7.9
0,0.10639047150459775,Do Not Intervene,545.88,USA,Houston,1.3
0,0.5031034074664352,Trigger Retention Campaign (15% Discount),484.17,Canada,Ottawa,1.4
0,0.11457484041203815,Do Not Intervene,1257.36,India,Hyderabad,6.1
0,0.1082169032957192,Do Not Intervene,819.97,UK,Glasgow,3.0
0,0.19796711318569063,Do Not Intervene,2499.61,Canada,Ottawa,7.4
1,0.4646344631676783,Trigger Retention Campaign (15% Discount),1152.89,USA,Houston,2.0
0,0.5057378825738895,Trigger Retention Campaign (15% Discount),1298.59,USA,Houston,1.9
0,0.07578553002342947,Do Not Intervene,964.69,Germany,Berlin,1.7
1,0.6594692095506289,Trigger Retention Campaign (15% Discount),709.69,Australia,Melbourne,2.4
0,0.10909016214247243,Do Not Intervene,755.57,India,Mumbai,4.4
0,0.09005326117473572,Do Not Intervene,1417.25,UK,Glasgow,1.8
1,0.37498851312042514,Trigger Retention Campaign (15% Discount),545.21,Australia,Perth,5.3
0,0.4067128542614196,Trigger Retention Campaign (15% Discount),2775.53,Australia,Perth,1.1
0,0.07834480751305418,Do Not Intervene,2806.21,Australia,Brisbane,0.6
0,0.09292945604131785,Do Not Intervene,1573.08,Canada,Montreal,3.5
0,0.2547992976813645,Do Not Intervene,971.21,USA,Los Angeles,2.4
0,0.1791065160964273,Do Not Intervene,272.76,India,Bangalore,2.9
0,0.13140083396980937,Do Not Intervene,1160.51,Germany,Berlin,1.6
1,0.8516376911213988,Trigger Retention Campaign (15% Discount),2343.93,Germany,Frankfurt,2.4
0,0.4752414291367939,Trigger Retention Campaign (15% Discount),449.36,USA,Phoenix,3.2
0,0.1042024195711377,Do Not Intervene,652.33,Australia,Sydney,6.2
1,0.1257630824029034,Do Not Intervene,3232.53,UK,Glasgow,2.1
1,0.6815141931774461,Trigger Retention Campaign (15% Discount),704.09,UK,Glasgow,3.5
0,0.19403444828299093,Do Not Intervene,1341.51,Germany,Hamburg,4.5
1,0.6995371094912645,Trigger Retention Campaign (15% Discount),1430.46,France,Paris,4.1
1,0.6236098266138501,Trigger Retention Campaign (15% Discount),780.46,Canada,Vancouver,7.7
0,0.17732678757372508,Do Not Intervene,1151.52,France,Lyon,2.9
1,0.2672326504439939,Do Not Intervene,1226.75,USA,Houston,2.8
0,0.30583006475017926,Trigger Retention Campaign (15% Discount),725.96,USA,Houston,0.8
0,0.2904576741615494,Trigger Retention Campaign (15% Discount),1121.28,Germany,Hamburg,3.1
0,0.10227233331756706,Do Not Intervene,1103.35,India,Hyderabad,4.6
0,0.27729639590667876,Do Not Intervene,809.67,Australia,Sydney,4.6
1,0.810945550227872,Trigger Retention Campaign (15% Discount),2165.78,USA,Houston,5.9
0,0.1429621006195811,Do Not Intervene,994.84,USA,Los Angeles,0.7
0,0.16134710316354275,Do Not Intervene,3757.37,India,Chennai,2.5
1,0.8869002790865782,Trigger Retention Campaign (15% Discount),495.91,Australia,Perth,9.7
0,0.30866827972823774,Trigger Retention Campaign (15% Discount),2091.81,USA,Houston,2.3
0,0.06859542915860253,Do Not Intervene,1769.62,USA,Phoenix,3.6
0,0.22719494589919434,Do Not Intervene,706.13,Germany,Berlin,0.8
0,0.17146424771628585,Do Not Intervene,1872.03,UK,Glasgow,1.7
1,0.3399926089609027,Trigger Retention Campaign (15% Discount),802.97,USA,New York,4.3
1,0.9299147117464561,Trigger Retention Campaign (15% Discount),2872.11,Germany,Frankfurt,5.6
0,0.3587215745899608,Trigger Retention Campaign (15% Discount),684.03,USA,Los Angeles,2.3
1,0.18328517560862767,Do Not Intervene,847.84,Japan,Osaka,3.0
0,0.14369475938711226,Do Not Intervene,1939.62,USA,Los Angeles,4.1
1,0.7913403466643589,Trigger Retention Campaign (15% Discount),441.71,France,Lyon,3.9
1,0.9020683957198057,Trigger Retention Campaign (15% Discount),3356.01,USA,Los Angeles,2.1
0,0.3437689121640814,Trigger Retention Campaign (15% Discount),639.11,France,Lyon,4.8
1,0.7946111871853059,Trigger Retention Campaign (15% Discount),896.47,USA,Phoenix,1.5
0,0.11835761915825709,Do Not Intervene,2568.4,USA,New York,3.3
0,0.10854831053034626,Do Not Intervene,1329.2,Japan,Nagoya,2.4
0,0.14958719454326957,Do Not Intervene,2373.78,USA,New York,1.6
0,0.15953843392438014,Do Not Intervene,3404.08,UK,Leeds,3.5
1,0.30119915437013167,Trigger Retention Campaign (15% Discount),1351.67,UK,Birmingham,0.9
0,0.4842948393751325,Trigger Retention Campaign (15% Discount),607.34,USA,Houston,4.7
1,0.8660957038893643,Trigger Retention Campaign (15% Discount),574.66,USA,New York,1.5
0,0.13059335599170407,Do Not Intervene,1859.39,Australia,Perth,4.3
0,0.14016860179185894,Do Not Intervene,810.96,Germany,Frankfurt,2.6
0,0.11118528110023174,Do Not Intervene,413.65,Australia,Sydney,2.3
0,0.20953456960150685,Do Not Intervene,760.87,UK,Manchester,0.7
0,0.1515342931252479,Do Not Intervene,1358.58,UK,Manchester,3.7
0,0.25290227510750524,Do Not Intervene,1490.77,India,Chennai,1.9
0,0.26133382571487157,Do Not Intervene,961.74,Canada,Montreal,1.2
1,0.3159328607351161,Trigger Retention Campaign (15% Discount),970.3,Australia,Brisbane,2.0
1,0.7876349838463714,Trigger Retention Campaign (15% Discount),791.8,UK,Glasgow,2.2
0,0.13341065154997284,Do Not Intervene,768.66,Australia,Melbourne,0.4
1,0.32009719542135984,Trigger Retention Campaign (15% Discount),699.28,Canada,Vancouver,5.8
0,0.16675012205801718,Do Not Intervene,1612.71,France,Marseille,2.2
0,0.27441764889737186,Do Not Intervene,1812.76,India,Chennai,3.0
0,0.1453353878696148,Do Not Intervene,2404.9,India,Chennai,0.4
0,0.4353945852134425,Trigger Retention Campaign (15% Discount),1612.2,USA,Los Angeles,8.2
0,0.1419753833487318,Do Not Intervene,1303.58,Canada,Toronto,5.0
1,0.37309980587933345,Trigger Retention Campaign (15% Discount),804.38,UK,Manchester,1.0
0,0.08911510250834968,Do Not Intervene,1520.03,UK,Manchester,1.6
0,0.10909290275379364,Do Not Intervene,1283.92,Canada,Calgary,0.9
0,0.10230535546152682,Do Not Intervene,1707.84,France,Lyon,2.9
0,0.1349407507613877,Do Not Intervene,3443.91,UK,Birmingham,5.1
1,0.6470607925616702,Trigger Retention Campaign (15% Discount),1551.64,France,Paris,3.0
1,0.2078363394195304,Do Not Intervene,2948.12,USA,New York,0.4
0,0.10780649329131903,Do Not Intervene,858.03,USA,New York,2.6
0,0.3831180313980138,Trigger Retention Campaign (15% Discount),372.83,USA,Houston,0.9
1,0.6336892677723478,Trigger Retention Campaign (15% Discount),1396.17,Australia,Brisbane,0.6
1,0.6952664561695685,Trigger Retention Campaign (15% Discount),691.05,Canada,Vancouver,4.3
1,0.6903261236946056,Trigger Retention Campaign (15% Discount),943.07,India,Delhi,2.0
0,0.33815052575148835,Trigger Retention Campaign (15% Discount),1642.48,USA,Phoenix,1.1
0,0.14494605769761112,Do Not Intervene,1413.21,UK,London,2.5
0,0.11656199976816424,Do Not Intervene,1288.82,France,Lyon,1.6
1,0.7901833486410658,Trigger Retention Campaign (15% Discount),573.98,UK,Manchester,2.4
1,0.9369433255451115,Trigger Retention Campaign (15% Discount),183.34,USA,Los Angeles,1.0
1,0.3242925128238822,Trigger Retention Campaign (15% Discount),916.86,UK,London,0.5
1,0.8351842694516297,Trigger Retention Campaign (15% Discount),514.1,USA,Phoenix,2.7
1,0.9328940277671894,Trigger Retention Campaign (15% Discount),3285.2,USA,Phoenix,2.1
0,0.19308289647281376,Do Not Intervene,451.25,Germany,Hamburg,2.5
1,0.6820172514998525,Trigger Retention Campaign (15% Discount),1102.64,USA,Chicago,3.1
0,0.12881752157353155,Do Not Intervene,1685.43,USA,Los Angeles,6.1
0,0.5020421448477284,Trigger Retention Campaign (15% Discount),408.84,India,Mumbai,6.4
0,0.08972935180485042,Do Not Intervene,1303.85,Japan,Osaka,1.5
1,0.6439680559378965,Trigger Retention Campaign (15% Discount),1001.27,UK,Manchester,0.7
0,0.08807115070113028,Do Not Intervene,1368.38,Canada,Toronto,4.0
0,0.16025586602701047,Do Not Intervene,1002.35,USA,Houston,2.5
1,0.95334784067575,Trigger Retention Campaign (15% Discount),2962.15,UK,Birmingham,2.4
